,delta_E_seg_GB_i,Fi,Xi,Pi
1108,-1.0491551466104572,0.0005888040049587883,0.9999999999999816,0.0005888040049587775
1109,-1.0475038334330906,0.0005920411485150817,0.9999999999999802,0.00059204114851507
1110,-1.0458525202557243,0.0005953089643884842,0.9999999999999789,0.0005953089643884717
1111,-1.0442012070783575,0.0005986073822546635,0.9999999999999776,0.00059860738225465
1112,-1.042549893900991,0.0006019363309332532,0.999999999999976,0.0006019363309332388
1113,-1.0408985807236242,0.0006052957384651616,0.9999999999999745,0.0006052957384651461
1114,-1.0392472675462576,0.0006086855321868396,0.9999999999999729,0.0006086855321868231
1115,-1.037595954368891,0.000612105638801431,0.9999999999999711,0.0006121056388014133
1116,-1.0359446411915243,0.0006155559844466963,0.9999999999999691,0.0006155559844466773
1117,-1.0342933280141575,0.0006190364947596532,0.9999999999999671,0.0006190364947596328
1118,-1.0326420148367912,0.0006225470949378362,0.9999999999999649,0.0006225470949378144
1119,-1.0309907016594246,0.0006260877097971278,0.9999999999999627,0.0006260877097971044
1120,-1.029339388482058,0.0006296582638260658,0.9999999999999603,0.0006296582638260407
1121,-1.0276880753046915,0.0006332586812365915,0.9999999999999576,0.0006332586812365646
1122,-1.0260367621273248,0.0006368888860111705,0.9999999999999547,0.0006368888860111417
1123,-1.0243854489499582,0.0006405488019462313,0.9999999999999518,0.0006405488019462004
1124,-1.0227341357725916,0.0006442383526918927,0.9999999999999487,0.0006442383526918597
1125,-1.0210828225952249,0.0006479574617879165,0.9999999999999452,0.0006479574617878809
1126,-1.0194315094178583,0.0006517060526958742,0.9999999999999416,0.0006517060526958361
1127,-1.0177801962404918,0.0006554840488274832,0.9999999999999378,0.0006554840488274424
1128,-1.0161288830631252,0.0006592913735690897,0.9999999999999336,0.0006592913735690459
1129,-1.0144775698857589,0.0006631279503022941,0.9999999999999292,0.0006631279503022472
1130,-1.012826256708392,0.0006669937024206872,0.9999999999999245,0.0006669937024206369
1131,-1.0111749435310255,0.0006708885533427023,0.9999999999999196,0.0006708885533426484
1132,-1.0095236303536588,0.0006748124265205798,0.9999999999999143,0.000674812426520522
1133,-1.0078723171762922,0.000678765245445445,0.9999999999999087,0.0006787652454453831
1134,-1.0062210039989257,0.000682746933648517,0.9999999999999027,0.0006827469336484507
1135,-1.0045696908215591,0.0006867574146984493,0.9999999999998963,0.000686757414698378
1136,-1.0029183776441923,0.0006907966121948423,0.9999999999998894,0.0006907966121947658
1137,-1.0012670644668258,0.0006948644497579327,0.9999999999998821,0.0006948644497578508
1138,-0.9996157512894592,0.0006989608510145157,0.9999999999998743,0.0006989608510144279
1139,-0.9979644381120928,0.0007030857395801113,0.9999999999998661,0.0007030857395800172
1140,-0.996313124934726,0.0007072390390374402,0.9999999999998572,0.0007072390390373392
1141,-0.9946618117573592,0.0007114206729112389,0.9999999999998477,0.0007114206729111306
1142,-0.9930104985799928,0.0007156305646394798,0.9999999999998377,0.0007156305646393637
1143,-0.9913591854026262,0.0007198686375410501,0.999999999999827,0.0007198686375409257
1144,-0.9897078722252596,0.0007241348147799494,0.9999999999998155,0.0007241348147798159
1145,-0.9880565590478932,0.0007284290193260767,0.9999999999998035,0.0007284290193259336
1146,-0.9864052458705264,0.0007327511739126801,0.9999999999997904,0.0007327511739125264
1147,-0.9847539326931598,0.0007371012009905456,0.9999999999997766,0.0007371012009903809
1148,-0.9831026195157933,0.000741479022679013,0.999999999999762,0.0007414790226788365
1149,-0.9814513063384268,0.0007458845607138889,0.9999999999997462,0.0007458845607136996
1150,-0.97979999316106,0.0007503177363923679,0.9999999999997295,0.0007503177363921649
1151,-0.9781486799836934,0.0007547784705150466,0.9999999999997116,0.0007547784705148289
1152,-0.9764973668063268,0.0007592666833251263,0.9999999999996927,0.000759266683324893
1153,-0.9748460536289604,0.0007637822944449156,0.9999999999996723,0.0007637822944446652
1154,-0.9731947404515936,0.0007683252228097359,0.9999999999996507,0.0007683252228094675
1155,-0.9715434272742268,0.0007728953865993383,0.9999999999996276,0.0007728953865990504
1156,-0.9698921140968604,0.0007774927031669438,0.9999999999996032,0.0007774927031666353
1157,-0.9682408009194938,0.0007821170889660355,0.999999999999577,0.0007821170889657047
1158,-0.9665894877421272,0.0007867684594750053,0.999999999999549,0.0007867684594746505
1159,-0.9649381745647608,0.0007914467291197904,0.9999999999995193,0.0007914467291194099
1160,-0.9632868613873941,0.0007961518111946188,0.9999999999994875,0.0007961518111942108
1161,-0.9616355482100274,0.000800883617780996,0.9999999999994538,0.0008008836177805585
1162,-0.9599842350326608,0.0008056420596650593,0.9999999999994178,0.0008056420596645903
1163,-0.9583329218552944,0.0008104270462534329,0.9999999999993794,0.0008104270462529299
1164,-0.9566816086779276,0.0008152384854877157,0.9999999999993383,0.0008152384854871763
1165,-0.9550302955005608,0.0008200762837577468,0.9999999999992948,0.0008200762837571685
1166,-0.9533789823231944,0.0008249403458137652,0.9999999999992482,0.000824940345813145
1167,-0.9517276691458278,0.0008298305746776308,0.9999999999991986,0.0008298305746769659
1168,-0.9500763559684612,0.0008347468715532207,0.9999999999991458,0.0008347468715525076
1169,-0.9484250427910949,0.0008396891357361491,0.9999999999990894,0.0008396891357353845
1170,-0.9467737296137281,0.0008446572645229638,0.9999999999990294,0.0008446572645221441
1171,-0.9451224164363614,0.0008496511531199322,0.9999999999989653,0.000849651153119053
1172,-0.9434711032589947,0.0008546706945515942,0.9999999999988971,0.0008546706945506516
1173,-0.9418197900816284,0.000859715779569189,0.9999999999988243,0.0008597157795681782
1174,-0.9401684769042618,0.0008647862965591211,0.9999999999987468,0.0008647862965580373
1175,-0.938517163726895,0.0008698821314515903,0.9999999999986642,0.0008698821314504282
1176,-0.9368658505495284,0.0008750031676295316,0.999999999998576,0.0008750031676282857
1177,-0.935214537372162,0.0008801492858380086,0.9999999999984821,0.0008801492858366727
1178,-0.9335632241947952,0.0008853203640941881,0.999999999998382,0.0008853203640927556
1179,-0.9319119110174284,0.0008905162775980363,0.9999999999982754,0.0008905162775965005
1180,-0.9302605978400621,0.0008957368986438676,0.9999999999981615,0.0008957368986422208
1181,-0.9286092846626954,0.0009009820965328929,0.9999999999980402,0.0009009820965311272
1182,-0.9269579714853288,0.0009062517374868779,0.999999999997911,0.0009062517374849848
1183,-0.9253066583079624,0.0009115456845630482,0.9999999999977731,0.0009115456845610183
1184,-0.9236553451305956,0.0009168637975703768,0.9999999999976263,0.0009168637975682005
1185,-0.922004031953229,0.000922205932987358,0.9999999999974698,0.0009222059329850247
1186,-0.9203527187758624,0.0009275719438814117,0.9999999999973028,0.0009275719438789099
1187,-0.918701405598496,0.0009329616798300117,0.999999999997125,0.0009329616798273294
1188,-0.9170500924211292,0.0009383749868436693,0.9999999999969353,0.0009383749868407935
1189,-0.9153987792437626,0.0009438117072908825,0.9999999999967333,0.0009438117072877993
1190,-0.9137474660663959,0.000949271679825141,0.9999999999965177,0.0009492716798218353
1191,-0.9120961528890296,0.0009547547393141231,0.9999999999962881,0.0009547547393105792
1192,-0.9104448397116628,0.0009602607167711473,0.9999999999960432,0.0009602607167673477
1193,-0.9087935265342963,0.0009657894392890062,0.9999999999957823,0.0009657894392849327
1194,-0.9071422133569296,0.0009713407299762561,0.999999999995504,0.000971340729971889
1195,-0.905490900179563,0.0009769144078960515,0.9999999999952074,0.0009769144078913695
1196,-0.9038395870021964,0.000982510288007623,0.9999999999948914,0.0009825102880026038
1197,-0.90218827382483,0.0009881281811104604,0.9999999999945544,0.0009881281811050795
1198,-0.9005369606474631,0.000993767893791276,0.9999999999941951,0.0009937678937855072
1199,-0.8988856474700966,0.0009994292283738288,0.9999999999938123,0.0009994292283676445
1200,-0.8972343342927299,0.0010051119828716703,0.9999999999934042,0.0010051119828650408
1201,-0.8955830211153635,0.0010108159509438618,0.9999999999929692,0.0010108159509367549
1202,-0.8939317079379969,0.0010165409218537268,0.9999999999925053,0.0010165409218461082
1203,-0.8922803947606301,0.0010222866804306897,0.9999999999920111,0.0010222866804225227
1204,-0.8906290815832636,0.001028053007035234,0.9999999999914839,0.0010280530070264791
1205,-0.888977768405897,0.0010338396775270325,0.9999999999909224,0.0010338396775176476
1206,-0.8873264552285305,0.0010396464632362711,0.9999999999903235,0.001039646463226211
1207,-0.8856751420511639,0.0010454731309381996,0.9999999999896854,0.001045473130927416
1208,-0.8840238288737972,0.0010513194428309386,0.999999999989005,0.0010513194428193793
1209,-0.8823725156964306,0.0010571851565165343,0.9999999999882796,0.0010571851565041436
1210,-0.880721202519064,0.0010630700249853165,0.9999999999875067,0.0010630700249720352
1211,-0.8790698893416975,0.0010689737966035231,0.9999999999866827,0.0010689737965892873
1212,-0.8774185761643309,0.0010748962151042106,0.9999999999858042,0.0010748962150889515
1213,-0.8757672629869644,0.0010808370195814568,0.9999999999848679,0.0010808370195651013
1214,-0.8741159498095978,0.0010867959444878172,0.9999999999838696,0.0010867959444702867
1215,-0.8724646366322308,0.0010927727196350504,0.9999999999828058,0.001092772719616261
1216,-0.8708133234548643,0.0010987670701980627,0.9999999999816716,0.001098767070177924
1217,-0.8691620102774977,0.0011047787167220737,0.9999999999804627,0.0011047787167004894
1218,-0.8675106971001312,0.0011108073751329524,0.999999999979174,0.0011108073751098188
1219,-0.8658593839227646,0.0011168527567506816,0.9999999999778002,0.0011168527567258877
1220,-0.8642080707453981,0.0011229145683059342,0.999999999976336,0.0011229145682793615
1221,-0.8625567575680315,0.001128992511959688,0.9999999999747751,0.0011289925119312093
1222,-0.860905444390665,0.0011350862853258404,0.9999999999731113,0.0011350862852953195
1223,-0.8592541312132984,0.0011411955814967655,0.9999999999713378,0.0011411955814640564
1224,-0.8576028180359319,0.0011473200890717461,0.9999999999694471,0.0011473200890366921
1225,-0.8559515048585649,0.0011534594921882163,0.9999999999674318,0.0011534594921506502
1226,-0.8543001916811983,0.001159613470555742,0.9999999999652838,0.0011596134705154845
1227,-0.8526488785038318,0.0011657816994926793,0.9999999999629938,0.0011657816994495383
1228,-0.8509975653264652,0.0011719638499653993,0.9999999999605529,0.0011719638499191687
1229,-0.8493462521490986,0.0011781595886300258,0.999999999957951,0.0011781595885804854
1230,-0.8476949389717321,0.0011843685778765774,0.9999999999551774,0.001184368577823491
1231,-0.8460436257943655,0.0011905904758754391,0.9999999999522209,0.0011905904758185539
1232,-0.844392312616999,0.0011968249366260495,0.9999999999490694,0.0011968249365650946
1233,-0.8427409994396324,0.0012030716100077195,0.9999999999457101,0.0012030716099424047
1234,-0.8410896862622654,0.0012093301418324765,0.9999999999421292,0.0012093301417624915
1235,-0.8394383730848989,0.0012156001738998078,0.999999999938312,0.0012156001738248198
1236,-0.8377870599075323,0.0012218813440532446,0.999999999934243,0.0012218813439728974
1237,-0.8361357467301658,0.001228173286238613,0.9999999999299056,0.001228173286152525
1238,-0.8344844335527992,0.0012344756305638876,0.9999999999252822,0.0012344756304716504
1239,-0.8328331203754327,0.0012407880033605,0.9999999999203539,0.0012407880032616761
1240,-0.8311818071980661,0.001247110027246,0.9999999999151006,0.0012471100271401212
1241,-0.8295304940206996,0.0012534413211879485,0.9999999999095006,0.0012534413210745128
1242,-0.827879180843333,0.0012597815005689064,0.9999999999035312,0.0012597815004473766
1243,-0.8262278676659665,0.0012661301772524136,0.999999999897168,0.001266130177122215
1244,-0.8245765544885995,0.0012724869596498194,0.9999999998903855,0.0012724869595103364
1245,-0.8229252413112329,0.0012788514527878373,0.9999999998831552,0.0012788514526384102
1246,-0.8212739281338663,0.0012852232583767144,0.9999999998754481,0.0012852232582166374
1247,-0.8196226149564998,0.0012916019748788724,0.9999999998672326,0.0012916019747073897
1248,-0.8179713017791332,0.0012979871975778814,0.9999999998584754,0.0012979871973941843
1249,-0.8163199886017667,0.0013043785186476675,0.9999999998491405,0.0013043785184508896
1250,-0.8146686754244001,0.0013107755272218054,0.9999999998391897,0.0013107755270110192
1251,-0.8130173622470336,0.0013171778094627686,0.9999999998285829,0.0013171778092369818
1252,-0.811366049069667,0.0013235849486310169,0.9999999998172762,0.0013235849483891663
1253,-0.8097147358923,0.0013299965251537915,0.9999999998052238,0.0013299965248947398
1254,-0.8080634227149335,0.0013364121166934836,0.9999999997923763,0.0013364121164160128
1255,-0.8064121095375669,0.0013428312982154734,0.9999999997786815,0.00134283129791828
1256,-0.8047607963602004,0.0013492536420552878,0.9999999997640834,0.0013492536417369764
1257,-0.8031094831828338,0.0013556787179849778,0.9999999997485223,0.0013556787176440548
1258,-0.8014581700054673,0.0013621060932785824,0.9999999997319349,0.0013621060929134494
1259,-0.7998068568281007,0.0013685353327765734,0.9999999997142535,0.0013685353323855192
1260,-0.7981555436507342,0.0013749659989491492,0.9999999996954057,0.0013749659985303423
1261,-0.7965042304733676,0.0013813976519582796,0.9999999996753146,0.00138139765150976
1262,-0.794852917296001,0.0013878298497183891,0.9999999996538984,0.001387829849238059
1263,-0.793201604118634,0.001394262147955562,0.9999999996310696,0.001394262147441176
1264,-0.7915502909412675,0.0014006941002651728,0.999999999606735,0.0014006940997143289
1265,-0.789898977763901,0.001407125258167845,0.9999999995807953,0.0014071252575779715
1266,-0.7882476645865344,0.0014135551711636312,0.9999999995531446,0.0014135551705319763
1267,-0.7865963514091678,0.0014199833867843286,0.9999999995236701,0.0014199833861079482
1268,-0.7849450382318013,0.0014264094506438358,0.9999999994922515,0.0014264094499195786
1269,-0.7832937250544347,0.001432832906486469,0.9999999994587605,0.0014328329057109632
1270,-0.7816424118770682,0.0014392532962331553,0.9999999994230604,0.001439253295402793
1271,-0.7799910986997016,0.001445670160025422,0.9999999993850055,0.0014456701591363428
1272,-0.7783397855223346,0.0014520830362671215,0.9999999993444406,0.0014520830353151948
1273,-0.7766884723449681,0.001458491461663802,0.9999999993011999,0.0014584914606446079
1274,-0.7750371591676015,0.001464894971259691,0.9999999992551072,0.0014648949701685013
1275,-0.773385845990235,0.0014712930984722126,0.9999999992059743,0.001471293097303968
1276,-0.7717345328128684,0.001477685375123983,0.9999999991536004,0.0014776853738732705
1277,-0.7700832196355019,0.0014840713314722607,0.9999999990977722,0.0014840713301332903
1278,-0.7684319064581353,0.0014904504962357848,0.9999999990382613,0.001490450494802361
1279,-0.7667805932807688,0.0014968223966189687,0.9999999989748252,0.001496822395084464
1280,-0.7651292801034022,0.0015031865583334425,0.9999999989072048,0.0015031865566907674
1281,-0.7634779669260356,0.0015095425056168806,0.9999999988351242,0.001509542503858451
1282,-0.7618266537486686,0.001515889761249129,0.9999999987582893,0.0015158897593668323
1283,-0.7601753405713021,0.001522227846565584,0.9999999986763861,0.0015222278445507422
1284,-0.7585240273939355,0.0015285562814678596,0.9999999985890808,0.0015285562793111902
1285,-0.7568727142165691,0.0015348745844316965,0.9999999984960168,0.001534874582123271
1286,-0.7552214010392024,0.001541182272512139,0.9999999983968142,0.0015411822700413375
1287,-0.7535700878618359,0.0015474788613459908,0.9999999982910683,0.0015474788587014551
1288,-0.7519187746844693,0.001553763865151551,0.9999999981783476,0.0015537638623211332
1289,-0.7502674615071028,0.001560036796725674,0.9999999980581917,0.0015600367936963817
1290,-0.7486161483297362,0.0015662971674381555,0.9999999979301104,0.0015662971641960933
1291,-0.7469648351523692,0.0015725444872234965,0.9999999977935807,0.001572544483753804
1292,-0.7453135219750027,0.0015787782645700732,0.9999999976480458,0.001578778260856859
1293,-0.7436622087976361,0.0015849980065067756,0.9999999974929112,0.001584998002533045
1294,-0.7420108956202696,0.0015912032185871386,0.999999997327544,0.001591203214334718
1295,-0.7403595824429029,0.0015973934048710476,0.9999999971512692,0.0015973934003205039
1296,-0.7387082692655365,0.0016035680679040696,0.9999999969633675,0.0016035680630346228
1297,-0.7370569560881699,0.0016097267086944765,0.9999999967630717,0.0016097267034839067
1298,-0.7354056429108033,0.0016158688266880467,0.9999999965495645,0.0016158688211125956
1299,-0.7337543297334368,0.0016219939197407106,0.9999999963219743,0.0016219939137749754
1300,-0.7321030165560702,0.0016281014840891306,0.9999999960793724,0.001628101477705951
1301,-0.7304517033787032,0.0016341910143193145,0.9999999958207684,0.0016341910074896518
1302,-0.7288003902013367,0.0016402620033333366,0.9999999955451069,0.0016402619960261447
1303,-0.7271490770239701,0.001646313942314299,0.999999995251263,0.0016463139344963871
1304,-0.7254977638466036,0.00165234632068961,0.9999999949380369,0.0016523463123254939
1305,-0.723846450669237,0.001658358626092699,0.9999999946041509,0.001658358617144446
1306,-0.7221951374918705,0.0016643503443233005,0.9999999942482416,0.0016643503347503594
1307,-0.7205438243145039,0.0016703209593063953,0.9999999938688564,0.0016703209490654177
1308,-0.7188925111371374,0.0016762699530499655,0.9999999934644472,0.0016762699420946148
1309,-0.7172411979597708,0.0016821968056016693,0.9999999930333632,0.001682196793882415
1310,-0.7155898847824038,0.0016881009950045832,0.999999992573845,0.0016881009824684834
1311,-0.7139385716050373,0.0016939819972521266,0.9999999920840171,0.0016939819838425942
1312,-0.7122872584276707,0.001699839286242355,0.9999999915618804,0.0016998392718989078
1313,-0.7106359452503042,0.0017056723337317025,0.9999999910053033,0.0017056723183896973
1314,-0.7089846320729376,0.0017114806092883707,0.9999999904120146,0.0017114805928787195
1315,-0.7073333188955709,0.0017172635802454972,0.9999999897795927,0.0017172635626943639
1316,-0.7056820057182045,0.0017230207116542512,0.9999999891054564,0.001723020692882727
1317,-0.7040306925408379,0.0017287514662370222,0.9999999883868541,0.0017287514461607793
1318,-0.7023793793634714,0.0017344553043408572,0.9999999876208528,0.0017344552828697797
1319,-0.7007280661861048,0.0017401316838912956,0.9999999868043266,0.0017401316609290862
1320,-0.6990767530087378,0.0017457800603467913,0.9999999859339421,0.001745780035790548
1321,-0.6974254398313713,0.0017513998866538509,0.9999999850061472,0.0017513998603936188
1322,-0.6957741266540047,0.001756990613203092,0.9999999840171552,0.0017569905851213836
1323,-0.6941228134766382,0.0017625516877863524,0.9999999829629295,0.001762551657757635
1324,-0.6924715002992716,0.001768082555555043,0.999999981839167,0.001768082523445191
1325,-0.6908201871219051,0.0017735826589799094,0.9999999806412815,0.001773582624645622
1326,-0.6891688739445385,0.0017790514378123548,0.9999999793643837,0.001779051401100532
1327,-0.687517560767172,0.0017844883290475285,0.9999999780032618,0.001784488289794606
1328,-0.6858662475898054,0.001789892766889303,0.9999999765523607,0.0017898927249205433
1329,-0.6842149344124384,0.001795264182717362,0.9999999750057584,0.0017952641378460954
1330,-0.6825636212350719,0.0018006020050565148,0.9999999733571423,0.0018006019570833318
1331,-0.6809123080577053,0.0018059056595484519,0.9999999715997839,0.001805905608260341
1332,-0.6792609948803388,0.0018111745689260875,0.9999999697265105,0.0018111745140955132
1333,-0.6776096817029722,0.001816408152990645,0.9999999677296764,0.001816408094374566
1334,-0.6759583685256056,0.0018216058285916781,0.9999999656011312,0.0018216057659304983
1335,-0.6743070553482391,0.00182676700961016,0.9999999633321877,0.00182676694262661
1336,-0.6726557421708725,0.0018318911069448351,0.999999960913585,0.001831891035342779
1337,-0.671004428993506,0.0018369775285019558,0.9999999583354515,0.0018369774519651164
1338,-0.6693531158161394,0.0018420256791885933,0.999999955587265,0.001842025597379195
1339,-0.6677018026387724,0.0018470349609096526,0.9999999526578085,0.0018470348734669698
1340,-0.6660504894614059,0.001852004772568752,0.9999999495351256,0.0018520046791075638
1341,-0.6643991762840393,0.0018569345100731191,0.999999946206471,0.0018569344101820589
1342,-0.6627478631066728,0.0018618235663426445,0.9999999426582591,0.00186182345958244
1343,-0.6610965499293062,0.00186667133132322,0.9999999388760077,0.001866671217224816
1344,-0.6594452367519397,0.0018714771920045172,0.9999999348442794,0.0018714770700670722
1345,-0.6577939235745731,0.0018762405324423328,0.9999999305466193,0.0018762404021310849
1346,-0.6561426103972066,0.0018809607337856211,0.999999925965486,0.0018809605945296075
1347,-0.65449129721984,0.0018856371743083465,0.9999999210821824,0.0018856370254979758
1348,-0.652839984042473,0.001890269229446271,0.9999999158767767,0.0018902690704307305
1349,-0.6511886708651065,0.001894856271838784,0.9999999103280233,0.0018948561019232766
1350,-0.6495373576877399,0.0018993976713759008,0.999999904413275,0.001899397489818698
1351,-0.6478860445103733,0.0019038927952505199,0.9999998981083913,0.00190389260125982
1352,-0.6462347313330068,0.001908341008016025,0.9999998913876385,0.0019083408007466013
1353,-0.6445834181556402,0.001912741671649354,0.9999998842235861,0.0019127414501989824
1354,-0.6429321049782737,0.0019170941456196008,0.9999998765869939,0.0019170939090252493
1355,-0.6412807918009071,0.001921397786962229,0.9999998684466935,0.001921397534195997
1356,-0.6396294786235406,0.0019256519503589792,0.9999998597694607,0.0019256516803237678
1357,-0.6379781654461739,0.0019298559882235397,0.9999998505198789,0.001929855699748433
1358,-0.636326852268807,0.001934009250793034,0.9999998406601965,0.00193400894262838
1359,-0.6346755390914405,0.001938111086225375,0.9999998301501714,0.0019381107570375393
1360,-0.6330242259140739,0.0019421608407025578,0.9999998189469069,0.0019421604890683304
1361,-0.6313729127367074,0.0019461578585399078,0.9999998070046773,0.001946157482940544
1362,-0.6297215995593408,0.001950101482301316,0.9999997942747406,0.0019501010811161827
1363,-0.6280702863819743,0.0019539910529205234,0.9999997807051396,0.0019539906244203284
1364,-0.6264189732046077,0.001957825909828428,0.9999997662404905,0.001957825452168004
1365,-0.6247676600272412,0.0019616053910864587,0.9999997508217559,0.0019616049022970717
1366,-0.6231163468498746,0.001965328833526018,0.9999997343860046,0.0019653283115071743
1367,-0.6214650336725076,0.00196899557289397,0.9999997168661547,0.001968995015404682
1368,-0.619813720495141,0.001972604944004197,0.9999996981906989,0.0019726043486536777
1369,-0.6181624073177745,0.0019761562808951827,0.999999678283414,0.0019761556451329304
1370,-0.616511094140408,0.001979648916993613,0.9999996570630488,0.001979648238098849
1371,-0.6148597809630414,0.0019830821852839424,0.9999996344429929,0.001983081460354354
1372,-0.6132084677856748,0.0019864554184839253,0.9999996103309228,0.0019864546444236754
1373,-0.6115571546083083,0.0019897679492260124,0.999999584628426,0.0019897671227329674
1374,-0.6099058414309417,0.001993019110244612,0.9999995572305982,0.001993018227796733
1375,-0.6082545282535752,0.001996208234569119,0.9999995280256158,0.0019962072924099667
1376,-0.6066032150762086,0.001999334655722645,0.9999994968942794,0.0019993336498459425
1377,-0.6049519018988416,0.002002397707926405,0.9999994637095276,0.002002396634059592
1378,-0.6033005887214751,0.0020053967263096266,0.9999994283359175,0.002005395579896347
1379,-0.6016492755441085,0.002008331047124928,0.9999993906290726,0.0020083298233063754
1380,-0.5999979623667421,0.0020112000079690645,0.9999993504350935,0.0020111987015641194
1381,-0.5983466491893754,0.002014002948008915,0.9999993075899298,0.0020140015534929924
1382,-0.5966953360120089,0.002016739208212611,0.9999992619187105,0.0020167377196951353
1383,-0.5950440228346423,0.002019408131585699,0.9999992132350296,0.00201940654278612
1384,-0.5933927096572758,0.002022009063412176,0.9999991613401865,0.002022007367634432
1385,-0.5917413964799092,0.0020245413515003067,0.9999991060223742,0.002024539541605636
1386,-0.5900900833025422,0.0020270043464330413,0.9999990470558145,0.0020270024148110353
1387,-0.5884387701251756,0.0020293974018229235,0.9999989841998385,0.002029395340360715
1388,-0.5867874569478091,0.002031719874571306,0.9999989171979012,0.0020317176746207618
1389,-0.5851361437704425,0.0020339711251317312,0.9999988457765372,0.002033968777474536
1390,-0.5834848305930761,0.002036150517777299,0.9999987696442433,0.002036148012587788
1391,-0.5818335174157094,0.002038257420871865,0.9999986884902884,0.0020382547476774627
1392,-0.5801822042383429,0.0020402912071448734,0.9999986019834468,0.0020402883547839925
1393,-0.5785308910609763,0.0020422512539696566,0.9999985097706449,0.002042248210546887
1394,-0.5768795778836098,0.0020441369436449983,0.9999984114755204,0.0020441336964834235
1395,-0.5752282647062432,0.00204594766367978,0.9999983066968872,0.0020459441992702328
1396,-0.5735769515288762,0.00204768280708049,0.9999981950070971,0.002047679111027556
1397,-0.5719256383515097,0.0020493417726414227,0.9999980759502942,0.002049337829605988
1398,-0.5702743251741431,0.0020509239652373203,0.9999979490405557,0.0020509197588754443
1399,-0.5686230119967766,0.0020524287961182818,0.9999978137599076,0.002052424309016161
1400,-0.56697169881941,0.0020538556832066747,0.9999976695562105,0.002053850896811453
1401,-0.5653203856420435,0.002055204051395879,0.9999975158409073,0.0020551989459420476
1402,-0.5636690724646769,0.002056473332850596,0.9999973519866205,0.0020564678872816962
1403,-0.5620177592873103,0.002057662967308512,0.9999971773245911,0.0020576571591938543
1404,-0.5603664461099438,0.0020587724023830773,0.9999969911419506,0.0020587662078291624
1405,-0.5587151329325772,0.002059801093867157,0.9999967926788106,0.002059794487423463
1406,-0.5570638197552102,0.002060748506037334,0.9999965811251613,0.0020607414605961177
1407,-0.5554125065778437,0.0020616141119585967,0.9999963556175671,0.0020616065986483437
1408,-0.5537611934004771,0.0020623973937891928,0.9999961152356416,0.0020623893818613043
1409,-0.5521098802231106,0.0020630978430853557,0.9999958589982912,0.0020630892997936623
1410,-0.550458567045744,0.0020637149611057366,0.9999955858597126,0.002063705851578385
1411,-0.5488072538683775,0.002064248259115184,0.999995294705123,0.002064238546218426
1412,-0.5471559406910109,0.0020646972586877226,0.9999949843462118,0.0020646869028810954
1413,-0.5455046275136444,0.0020650614920083928,0.9999946535162904,0.0020650504511907663
1414,-0.5438533143362778,0.00206534050217376,0.9999943008651236,0.0020653287315196725
1415,-0.5422020011589108,0.002065533843490798,0.9999939249534181,0.0020655212952764824
1416,-0.5405506879815443,0.002065641081773908,0.9999935242469505,0.0020656277051923737
1417,-0.5388993748041777,0.002065661794639809,0.9999930971103043,0.002065647535604292
1418,-0.5372480616268112,0.0020655955718000643,0.9999926418001978,0.002065580372735136
1419,-0.5355967484494446,0.0020654420153509547,0.9999921564583689,0.002065425814970521
1420,-0.5339454352720779,0.002065200740060468,0.9999916391039922,0.0020651834731318453
1421,-0.5322941220947115,0.0020648713736521594,0.9999910876255966,0.0020648529707453828
1422,-0.5306428089173449,0.002064453557085596,0.9999904997724471,0.002064433944307031
1423,-0.5289914957399784,0.002063946944833168,0.9999898731453629,0.002063926043542479
1424,-0.5273401825626118,0.0020633512051529985,0.999989205186925,0.002063328931662431
1425,-0.5256888693852448,0.0020626660203577167,0.9999884931710424,0.0020626422856126238
1426,-0.5240375562078783,0.002061891087078836,0.9999877341918266,0.0020618657963182878
1427,-0.5223862430305117,0.002061026116526506,0.9999869251517368,0.002060999168922766
1428,-0.5207349298531452,0.002060070834744387,0.9999860627489388,0.0020600421230199594
1429,-0.5190836166757786,0.0020590249828594327,0.999985143463833,0.002058994392880306
1430,-0.5174323034984121,0.0020578883173263144,0.9999841635446959,0.0020578557276699563
1431,-0.5157809903210455,0.002056660610166284,0.9999831189923701,0.0020566258916628315
1432,-0.514129677143679,0.00205534164920024,0.9999820055439492,0.002055304664445264
1433,-0.5124783639663124,0.0020539312382757686,0.999980818655386,0.0020538918411128738
1434,-0.5108270507889454,0.0020524291974879554,0.9999795534829526,0.0020523872324593804
1435,-0.5091757376115789,0.0020508353633937365,0.9999782048634812,0.002050790665157014
1436,-0.5075244244342123,0.002049149589219593,0.999976767293299,0.0020491019819282
1437,-0.5058731112568458,0.0020473717450623925,0.9999752349057779,0.0020473210417082184
1438,-0.5042217980794792,0.0020455017180831367,0.9999736014474018,0.002045447719798442
1439,-0.5025704849021126,0.002043539412693497,0.9999718602522589,0.002043481908009925
1440,-0.5009191717247461,0.0020414847507348537,0.9999700042148508,0.0020414235147968854
1441,-0.4992678585473795,0.002039337671649756,0.9999680257611103,0.0020392724653798657
1442,-0.497616545370013,0.002037098132645533,0.9999659168175103,0.0020370287018581287
1443,-0.4959652321926464,0.002034766108849972,0.9999636687781361,0.0020346921833110303
1444,-0.4943139190152794,0.0020323415934588186,0.9999612724695882,0.0020322628858879506
1445,-0.4926626058379129,0.002029824597875013,0.9999587181135732,0.0020297408028864972
